,LOCALITY,COUNTRY,CONTINENT,CHARACTER,EPLINE,EPISODE,LINE,CONTEXT,COMMENT,Locality_Count,Country_Count,Continent_Count,EpLocalCount,EpCountryCount,EpContCount,CharLocCount,CharCountryCount,CharContCount,LATITUDE,LONGITUDE
573,Cruahan,Ireland,Europe,Parody Section,12.0085,12,85,...unfettered Munster and of Connacht the just and of smooth sleek Leinster and,,1,556,1330,1,152,254,1,82,111,53.802,-8.304
574,Leinster,Ireland,Europe,Parody Section,12.0085,12,85,...unfettered Munster and of Connacht the just and of smooth sleek Leinster and,,1,556,1330,1,152,254,1,82,111,53.34778,-6.25972
575,Boyle,Ireland,Europe,Parody Section,12.0086,12,86,...Leinster and of Cruanchan_x0019_s land and of Armagh the splendid and of the ,,1,556,1330,1,152,254,1,82,111,53.973,-8.301
576,Savoy,France,Europe,Parody Section,12.0094,12,94,"Rangoon beans, strikes of tomatoes, drums of figs, drills of Swedes, Spherical p",,1,92,1330,1,9,254,1,1,111,45.5833,6.3333
577,York,England,Europe,Parody Section,12.0094,12,94,"Rangoon beans, strikes of tomatoes, drums of figs, drills of Swedes, Spherical p",,3,210,1330,1,28,254,1,6,111,53.95833,-1.08028
578,Carrickmines,Ireland,Europe,Parody Section,12.0111,12,111,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,1,556,1330,1,152,254,1,82,111,53.25,-6.16667
579,Lusk,Ireland,Europe,Parody Section,12.0111,12,111,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,1,556,1330,1,152,254,1,82,111,53.526,-6.167
580,Rush,Ireland,Europe,Parody Section,12.0111,12,111,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,1,556,1330,1,152,254,1,82,111,53.522,-6.089
581,Thomond,Ireland,Europe,Parody Section,12.0111,12,111,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,2,556,1330,2,152,254,1,82,111,52.83,-8.655
582,M_x0019_Gillicuddy_x0019_s Reeks,Ireland,Europe,Parody Section,12.0112,12,112,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,1,556,1330,1,152,254,1,82,111,52.01,-9.7
583,Shannon,Ireland,Europe,Parody Section,12.0112,12,112,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,2,556,1330,2,152,254,1,82,111,52.71373,-8.86863
584,Kerry,Ireland,Europe,Parody Section,12.0114,12,114,"...streamy vales of Thomond, from M_x0019_Gillicuddy_x0019_s reeks the inaccessi","Kiar was an illegitimate son of Queen Maeve of Connact. ""Kiar's race"" became the",4,556,1330,3,152,254,2,82,111,52.16667,-9.75
585,,Russia,Asia,Joe Hynes,12.014,12,140,It_x0019_s the Russians with to tyrannise.,,0,9,186,0,1,10,0,1,1,60,90
586,,Ireland,Europe,Parody Section,12.0176,12,176,...rude yet striking art the tribal images of many Irish heroes and heroines of,,0,556,1330,0,152,254,0,82,111,53.41667,-8
587,Castile,Spain,Europe,Parody Section,12.0185,12,185,"the Last of the Mohicans, the Rose of Castile, the Man for Galway, The Man that",,11,76,1330,1,7,254,1,2,111,41.38333,-4.45
588,Galway,Ireland,Europe,Parody Section,12.0185,12,185,"the Last of the Mohicans, the Rose of Castile, the Man for Galway, The Man that",,8,556,1330,5,152,254,1,82,111,53.27194,-9.04889
589,Mohicans,USA,North America,Parody Section,12.0185,12,185,"the Last of the Mohicans, the Rose of Castile, the Man for Galway, The Man that",,1,39,51,1,6,9,1,2,3,42.2875,-73.32083
590,Monte Carlo,Monaco,Europe,Parody Section,12.0186,12,186,"the Last of the Mohicans, the Rose of Castile, the Man for Galway, The Man that",,2,2,1330,1,1,254,1,1,111,43.73972,7.42722
591,,Wales,Europe,Parody Section,12.0192,12,192,"...the Captain Nemo, Tristan and Isolde, the first Prince of Wales, Thomas Cook",,0,15,1330,0,4,254,0,3,111,52.3496,-3.6378
592,Killarney,Ireland,Europe,Parody Section,12.0197,12,197,"...Lady Godiva, The Lily of Killarney, Balor of the Evil Eye, the Queen of Sheba",,6,556,1330,2,152,254,2,82,111,52.0588,-9.5072
593,Sheba,Turkish Empire,Asia,Parody Section,12.0198,12,198,"...Lady Godiva, The Lily of Killarney, Balor of the Evil Eye, the Queen of Sheba","Scholars believe Ma'rib, Yemen to be the site of the biblical city, Sheba.",2,109,186,1,7,10,1,2,4,15.41667,45.35
594,,Greece,Europe,Unnamed Narrator,12.0213,12,213,"I saw him before I met you, says I, sloping around by Pill Lane and Greek street",,0,45,1330,0,3,254,0,1,22,39,22
595,,Ireland,Europe,The Citizen,12.022,12,220,"The Irish Independent, if you please, founded by Parnell to be the workingman_x0",,0,556,1330,0,152,254,0,45,93,53.41667,-8
596,,Ireland,Europe,The Citizen,12.0222,12,222,Listen to the births and deaths in the Irish all for Ireland Independent and I_x,,0,556,1330,0,152,254,0,45,93,53.41667,-8
597,,Ireland,Europe,The Citizen,12.0222,12,222,Listen to the births and deaths in the Irish all for Ireland Independent and I_x,,0,556,1330,0,152,254,0,45,93,53.41667,-8
598,Barnfield Crescent,England,Europe,The Citizen,12.0225,12,225,"Gordon, Barnfield Crescent, Exeter; Redmayne of Iffley, Saint Anne_x0019_s on Se",,1,210,1330,1,28,254,1,18,93,50.71667,-3.53333
599,Exeter,England,Europe,The Citizen,12.0225,12,225,"Gordon, Barnfield Crescent, Exeter; Redmayne of Iffley, Saint Anne_x0019_s on Se",,1,210,1330,1,28,254,1,18,93,50.71667,-3.53333
600,Iffley,England,Europe,The Citizen,12.0225,12,225,"Gordon, Barnfield Crescent, Exeter; Redmayne of Iffley, Saint Anne_x0019_s on Se",,1,210,1330,1,28,254,1,18,93,51.731,-1.227
601,Saint Anne_x0019_s on Sea,England,Europe,The Citizen,12.0225,12,225,"Gordon, Barnfield Crescent, Exeter; Redmayne of Iffley, Saint Anne_x0019_s on Se",,1,210,1330,1,28,254,1,18,93,53.7426,-2.997
602,Stockwell,England,Europe,The Citizen,12.0228,12,228,"...the late George Alfred Gillett 179 Clapham Road, Stockwell, Playwood and Rids",,1,210,1330,1,28,254,1,18,93,51.4633,-0.1204
603,"Saint Jude_x0019_s, Kensington",England,Europe,The Citizen,12.0229,12,229,"...the late George Alfred Gillett 179 Clapham Road, Stockwell, Playwood and Rids",,1,210,1330,1,28,254,1,18,93,51.5004,-0.1909
604,London,England,Europe,The Citizen,12.023,12,230,"Bristow, at Whitehall lane, London: Carr, Stoke...",,33,210,1330,2,28,254,1,18,93,51.50722,-0.1275
605,Chepstow,England,Europe,The Citizen,12.0232,12,232,"Cockburn at the Moat house, Chepstow...",,1,210,1330,1,28,254,1,18,93,51.642,-2.675
606,,Wales,Europe,The Citizen,12.0235,12,235,"Welsh, June 12, at 35 Canning Street, Liverpool, Isabella Helen.",,0,15,1330,0,4,254,0,1,93,52.3496,-3.6378
607,Liverpool,England,Europe,The Citizen,12.0236,12,236,"Welsh, June 12, at 35 Canning Street, Liverpool, Isabella Helen.",,7,210,1330,2,28,254,1,18,93,53.4,-3
608,Brunswick,Germany,Europe,Parody Section,12.0293,12,293,"...scion of the house of Brunswick, Victoria her name...",,1,33,1330,1,8,254,1,1,111,52.26667,10.51667
609,,Britain,Europe,Parody Section,12.0295,12,295,...Kingdom of Great Britain and Ireland and of the British dominions beyond&,,0,85,1330,0,16,254,0,8,111,53.826,-2.422
610,,Britain,Europe,Parody Section,12.0295,12,295,...Kingdom of Great Britain and Ireland and of the British dominions beyond&,,0,85,1330,0,16,254,0,8,111,53.826,-2.422
611,,Ireland,Europe,Parody Section,12.0295,12,295,...Kingdom of Great Britain and Ireland and of the British dominions beyond&,,0,556,1330,0,152,254,0,82,111,53.41667,-8
612,,India,Asia,Parody Section,12.0296,12,296,"...defender of the faith, Empress of India, even she, who bore rule, a victress",,0,11,186,0,1,10,0,1,4,21,78
613,,Ethiopia,Africa,Parody Section,12.0299,12,299,"...the pale, the dark, the rudy and the ethiop.",,0,1,83,0,1,8,0,1,2,9.03,38.74
614,Liverpool,England,Europe,Joe Hynes,12.0416,12,416,"7, Hunter Street, Liverpool.",,7,210,1330,2,28,254,1,3,11,53.4,-3
615,Pentonville prison,England,Europe,Joe Hynes,12.0422,12,422,...private Arthur Chace for fowl murder of Jessie Tilsit in Pentonville prison a,,1,210,1330,1,28,254,1,3,11,51.545,-0.11583
616,,Ireland,Europe,Unnamed Narrator,12.0483,12,483,"...by drumhead courtmartial and a new Ireland and his new this, that and the oth",,0,556,1330,0,152,254,0,18,22,53.41667,-8
617,,Ireland,Europe,Unnamed Narrator,12.0484,12,484,Talking about new Ireland he ought to go and get a new dog so he ought.,,0,556,1330,0,152,254,0,18,22,53.41667,-8
618,,Ireland,Europe,Parody Section,12.0546,12,546,Our two inimitable drolls did a roaring trade with their broadsheets among lover,,0,556,1330,0,152,254,0,82,111,53.41667,-8
619,,Ireland,Europe,Parody Section,12.0554,12,554,...while the picturesque foreign delegation known as the Friends of the Emerald,The Emerald Isle is another name for Ireland.,0,556,1330,0,152,254,0,82,111,53.41667,-8
620,,Ireland,Europe,Parody Section,12.0574,12,574,...as to whether the eighth or the ninth of March was the correct date of the bi,,0,556,1330,0,152,254,0,82,111,53.41667,-8
621,Clonturk,Ireland,Europe,Parody Section,12.0646,12,646,forget her hero hoy who went to his death with a song on his lips as if he were,,1,556,1330,1,152,254,1,82,111,53.36843,-6.2514
622,,Ireland,Europe,Parody Section,12.0656,12,656,"Big strong men, officers of the peace and genial giants of the royal Irish const",,0,556,1330,0,152,254,0,82,111,53.41667,-8
623,Oxford,England,Europe,Parody Section,12.0659,12,659,"A most romantic incident occurred when a handsome young Oxford graduate, noted f",,13,210,1330,2,28,254,2,6,111,51.75194,-1.25778
624,Oxford,England,Europe,Parody Section,12.0665,12,665,"and when the gallant young Oxonian (the bearer, by the way, of one of the most t",,13,210,1330,2,28,254,2,6,111,51.75194,-1.25778
625,,Britain,Europe,Parody Section,12.0666,12,666,"and when the gallant young Oxonian (the bearer, by the way, of one of the most t",Albion is the oldest known name for Great Britain.,0,85,1330,0,16,254,0,8,111,53.826,-2.422
626,,Ireland,Europe,Unnamed Narrator,12.0684,12,684,"talking about the Gaelic league and the antitreating league and drink, the curse",,0,556,1330,0,152,254,0,18,22,53.41667,-8
627,Ballyhooly,Ireland,Europe,Unnamed Narrator,12.0689,12,689,...song and dance about she could get up on a truss of hay she could my Maureen,,1,556,1330,1,152,254,1,18,22,52.15,-8.4
628,,Ireland,Europe,Unnamed Narrator,12.0692,12,692,Ireland sober is Ireland free.,,0,556,1330,0,152,254,0,18,22,53.41667,-8
629,,Ireland,Europe,Unnamed Narrator,12.0692,12,692,Ireland sober is Ireland free.,,0,556,1330,0,152,254,0,18,22,53.41667,-8
630,,Ireland,Europe,Parody Section,12.0715,12,715,...should make a point of not missing the really marvellous exhibition of cynant,,0,556,1330,0,152,254,0,82,111,53.41667,-8
631,,Ireland,Europe,Parody Section,12.0723,12,723,...to the ranns of ancient Celtic bards.,,0,556,1330,0,152,254,0,82,111,53.41667,-8
632,,England,Europe,Parody Section,12.0731,12,731,We subjoin a specimen which has been rendered into English by an eminent scholar,,0,210,1330,0,28,254,0,6,111,51.5,-0.11667
633,,Wales,Europe,Parody Section,12.0735,12,735,"The metrical system of the canine original, which recalls the intricate allitera",,0,15,1330,0,4,254,0,3,111,52.3496,-3.6378
634,,Hungary,Europe,Unnamed Narrator,12.0777,12,777,Selling bazaar tickets or what do you call it royal Hungarian privileged lottery,,0,20,1330,0,5,254,0,2,22,47.4981,19.04
635,Israel,Turkish Empire,Asia,Unnamed Narrator,12.0778,12,778,"O, commend me to an israelite!",,12,109,186,2,7,10,1,2,2,31,35
636,,Hungary,Europe,Unnamed Narrator,12.0779,12,779,Royal and privileged Hungarian robbery.,,0,20,1330,0,5,254,0,2,22,47.4981,19.04
637,,France,Europe,Unnamed Narrator,12.0804,12,804,"And calling himself a Frenchy for the shawls, Joseph Manuo, and talking against",,0,92,1330,0,9,254,0,1,22,47,2
638,London,England,Europe,Joe Hynes,12.085,12,850,Field and Nannetti are going over tonight to London to ask about it on the floor,,33,210,1330,2,28,254,1,3,11,51.50722,-0.1275
639,,Ireland,Europe,Joe Hynes,12.0858,12,858,...tomorrow about the commissioner of police forbidding Irish games in the&,,0,556,1330,0,152,254,0,4,11,53.41667,-8
640,Multifarnham. Nat.,Ireland,Europe,Parody Section,12.086,12,860,Mr Cowe Conacre (Multifarnham. Nat.),,1,556,1330,1,152,254,1,82,111,53.6354,-7.7391
641,Tamoshant,Scotland,Europe,Parody Section,12.0865,12,865,Mr Allfours (Tamoshant. Con.),,1,27,1330,1,4,254,1,4,111,57,-5
642,Montenotte. Nat.,Ireland,Europe,Parody Section,12.0869,12,869,Mr Orelli O_x0019_Reilly (Montenotte. Nat.),,1,556,1330,1,152,254,1,82,111,51.90583,-8.44306
643,,Ireland,Europe,Parody Section,12.087,12,870,for the slaughter of human animals who dare to play Irish games in the Phoenix P,,0,556,1330,0,152,254,0,82,111,53.41667,-8
644,Mitchelstown,Ireland,Europe,Parody Section,12.0874,12,874,Has the right honourable gentleman_x0019_s famous Mitchelstown telegram inspired,,1,556,1330,1,152,254,1,82,111,52.26564,-8.26996
645,Buncombe,USA,North America,Parody Section,12.0877,12,877,Mr Staylewit (Buncombe. Ind.): Don_x0019_t hesitate to shoot.,,1,39,51,1,6,9,1,2,3,35.61,-82.53
646,,Ireland,Europe,Joe Hynes,12.0882,12,882,The champion of all Ireland at putting the sixteen pound shot.,,0,556,1330,0,152,254,0,4,11,53.41667,-8
647,,Ireland,Europe,Unnamed Narrator,12.089,12,890,So off they started about Irish sport and shoneen games the like of the lawn ten,,0,556,1330,0,152,254,0,18,22,53.41667,-8
648,,Greece,Europe,Parody Section,12.0899,12,899,...on the revival of ancient Gaelic sports and the importance of physical cultur,,0,45,1330,0,3,254,0,1,111,39,22
649,Rome,Italy,Europe,Parody Section,12.09,12,900,...on the revival of ancient Gaelic sports and the importance of physical cultur,,33,76,1330,3,4,254,1,2,111,41.9,12.5
650,,Ireland,Europe,Parody Section,12.09,12,900,...on the revival of ancient Gaelic sports and the importance of physical cultur,,0,556,1330,0,152,254,0,82,111,53.41667,-8
651,,Ireland,Europe,Parody Section,12.0919,12,919,The Irish Caruso-Garibaldi was in superlative form and his stentorian notes were,,0,556,1330,0,152,254,0,82,111,53.41667,-8
652,,England,Europe,The Citizen,12.095,12,950,We know what put English gold in his pocket.,,0,210,1330,0,28,254,0,18,93,51.5,-0.11667
653,Queensberry,England,Europe,Alf Bergan,12.0958,12,958,"Queensberry rules and all, made him puke when he never ate.",,1,210,1330,1,28,254,1,1,1,53.76833,-1.84528
654,,Ireland,Europe,Parody Section,12.0968,12,968,The soldier got to business leading off with a powerful left jab to which the Ir,,0,556,1330,0,152,254,0,82,111,53.41667,-8
655,,England,Europe,Parody Section,12.0972,12,972,"The Englishman, whose right eye was nearly closed...",,0,210,1330,0,28,254,0,6,111,51.5,-0.11667
656,Eblana,Ireland,Europe,Parody Section,12.0976,12,976,"...came on gamey and brimful of pluck, confident of knocking out the fistic Ebla",,3,556,1330,2,152,254,2,82,111,53.34778,-6.25972
657,"Calpe_x0019_s rocky mount, Gibraltar",Britain,Europe,Parody Section,12.1003,12,1003,"Pride of Calpe_x0019_s rocky mount, the ravenhaired daughter of Tweedy.",,1,85,1330,1,16,254,1,8,111,36.12583,-5.34306
658,"Alameda Gardens, Gibraltar",Britain,Europe,Parody Section,12.1005,12,1005,The gardens of Alameda knew her step: the garths of olives knew and bowed.,,5,85,1330,1,16,254,1,8,111,36.1313,-5.3511
659,,Canada,North America,Joe Hynes,12.1084,12,1084,How did that Canada swindle case go off? says Joe.,,0,7,51,0,2,9,0,1,1,58,-105
660,,Canada,North America,Unnamed Narrator,12.1088,12,1088,...put an ad in the papers saying he_x0019_d give a passage to Canada for twenty,,0,7,51,0,2,9,0,1,4,58,-105
661,Meath,Ireland,Europe,Unnamed Narrator,12.109,12,1090,"Swindled them all, skivvies and badhachs from the county Meath, ay, and his own",,3,556,1330,1,152,254,1,18,22,53.66667,-6.66667
662,,Ireland,Europe,The Citizen,12.1141,12,1141,"Those are nice things, says the citizen, coming over here to Ireland filling the",,0,556,1330,0,152,254,0,45,93,53.41667,-8
663,,Ireland,Europe,The Citizen,12.115,12,1150,"Swindling the peasants, says the citizen, and the poor of Ireland",,0,556,1330,0,152,254,0,45,93,53.41667,-8
664,Saxony,Germany,Europe,The Citizen,12.1157,12,1157,The adulteress and her paramour brought the Saxon robbers here.,,11,33,1330,4,8,254,4,5,93,51.02694,13.35889
665,,USA,North America,Unnamed Narrator,12.1168,12,1168,And what was it only of the smutty yankee pictures Terry borrows off of Corny Ke,,0,39,51,0,6,9,0,3,4,40,-100
666,Chicago,USA,North America,Unnamed Narrator,12.117,12,1170,"Norman W. Tupper, wealthy Chicago contractor, finds pretty but faithless wife in",,1,39,51,1,6,9,1,3,4,41.88194,-87.62778
667,Saxony,Germany,Europe,The Citizen,12.1191,12,1191,To hell with the bloody brutal Sassenachs and their patois.,,11,33,1330,4,8,254,4,5,93,51.02694,13.35889
668,,,Europe,J.J. O Molloy,12.1202,12,1202,"The European family, says J. J...",,0,0,1330,0,0,254,0,0,12,46,7
669,,,Europe,The Citizen,12.1203,12,1203,"There_x0019_re not European, says the citizen.",,0,0,1330,0,0,254,0,0,93,46,7
670,,,Europe,The Citizen,12.1203,12,1203,I was in Europe with Kevin Egan of Paris.,,0,0,1330,0,0,254,0,0,93,46,7
671,Paris,France,Europe,The Citizen,12.1204,12,1204,I was in Europe with Kevin Egan of Paris.,,34,92,1330,1,9,254,1,4,93,48.8567,2.3508
672,,,Europe,The Citizen,12.1205,12,1205,You wouldn_x0019_t see a trace of them or their language anywhere in Europe exce,,0,0,1330,0,0,254,0,0,93,46,7
673,,Britain,Europe,Lenehan,12.1209,12,1209,Perfide Albion!,Albion is the oldest known name for Great Britain.,0,85,1330,0,16,254,0,1,6,53.826,-2.422
674,,England,Europe,Lenehan,12.1209,12,1209,Conspuez les Anglais!,Anglia is the medieval Latin name for England.,0,210,1330,0,28,254,0,1,6,51.5,-0.11667
675,,Ireland,Europe,The Citizen,12.1241,12,1241,Where are our missing twenty millions of Irish should be here today instead of f,,0,556,1330,0,152,254,0,45,93,53.41667,-8
676,Rome,Italy,Europe,The Citizen,12.1243,12,1243,And our wool that was sold in Rome in the time of Juvenal and our flax and our d,,33,76,1330,3,4,254,1,1,93,41.9,12.5
677,Antrim,Ireland,Europe,The Citizen,12.1244,12,1244,"...our flax and our damask from the looms of Antrim and our Limerick lace, our t",,1,556,1330,1,152,254,1,45,93,54.9,-5.9
678,Limerick,Ireland,Europe,The Citizen,12.1244,12,1244,"...our flax and our damask from the looms of Antrim and our Limerick lace, our t",,3,556,1330,2,152,254,1,45,93,52.6653,-8.6238
679,,France,Europe,The Citizen,12.1245,12,1245,...Ballybough and our Huguenot poplin that we have since Jacquard de Lyon and ou,,0,92,1330,0,9,254,0,4,93,47,2
680,Foxford,Ireland,Europe,The Citizen,12.1246,12,1246,...Ballybough and our Huguenot poplin that we have since Jacquard de Lyon and ou,,1,556,1330,1,152,254,1,45,93,53.981,-9.114
681,,Greece,Europe,The Citizen,12.1248,12,1248,Where are the Greek merchants that came through the pillars of Hercules.,,0,45,1330,0,3,254,0,1,93,39,22
682,Gibraltar,Britain,Europe,The Citizen,12.1249,12,1249,the Gibraltar now grabbed by the foe of mankind...,,26,85,1330,1,16,254,1,7,93,36.13333,-5.35
683,Wexford,Ireland,Europe,The Citizen,12.125,12,1250,...Tyrian purple to sell in Wexford at the fair of Carmen?,,5,556,1330,1,152,254,1,45,93,52.3342,-6.4575
684,Connemara,Ireland,Europe,The Citizen,12.1252,12,1252,"Read Tacitus and Ptolemy, even Giraldus Cambrensis, Wine, peltries, Connemara ma",,5,556,1330,1,152,254,1,45,93,53.5,-9.75
685,Tipperary,Ireland,Europe,The Citizen,12.1252,12,1252,"Read Tacitus and Ptolemy, even Giraldus Cambrensis, Wine, peltries, Connemara ma",,2,556,1330,1,152,254,1,45,93,52.474,-8.162
